0.253, 30.68, 0.38, -2.23, -9.53, -0.02, -0.12, -0.09, -21.75, -126.15, -129.00
0.277, 30.73, 0.87, -2.01, -9.33, -0.01, -0.24, -0.36, -22.05, -126.90, -127.95
0.301, 30.73, 1.25, -2.04, -8.97, 0.07, -0.31, -0.63, -21.60, -127.50, -129.60
0.325, 30.68, 1.35, -2.20, -8.98, 0.18, -0.34, -0.95, -21.90, -127.05, -128.25
0.349, 30.73, 0.81, -2.47, -9.17, 0.28, -0.33, -1.20, -21.90, -127.05, -128.25
0.373, 30.87, 0.28, -2.98, -10.30, 0.14, -0.24, -1.48, -22.05, -125.70, -130.20
0.397, 30.73, -0.04, -2.99, -10.17, -0.02, -0.25, -1.54, -22.80, -124.20, -127.35
0.421, 30.78, -0.37, -3.07, -10.07, -0.16, -0.29, -1.54, -24.90, -123.00, -128.25
0.445, 30.92, -0.72, -3.06, -9.92, -0.25, -0.28, -1.51, -24.90, -123.75, -129.30
0.469, 30.78, -1.18, -2.83, -9.70, -0.34, -0.24, -1.42, -25.05, -123.90, -130.20
0.493, 30.92, -1.53, -2.66, -9.70, -0.37, -0.21, -1.27, -23.70, -121.05, -128.85
0.517, 30.78, -1.47, -2.51, -9.32, -0.36, -0.15, -1.11, -26.40, -121.20, -129.45
0.541, 30.78, -0.75, -2.53, -9.51, -0.34, -0.10, -1.00, -27.75, -120.30, -129.90
0.565, 30.78, -0.80, -2.10, -9.59, -0.32, -0.07, -0.87, -26.10, -119.70, -129.45
0.589, 30.73, -0.73, -1.97, -9.50, -0.33, -0.05, -0.72, -27.00, -118.80, -129.60
0.613, 30.73, -0.53, -2.00, -9.62, -0.34, -0.07, -0.63, -27.00, -118.80, -129.60
0.637, 31.02, -0.74, -1.94, -9.44, -0.33, -0.08, -0.56, -27.00, -118.80, -129.60
0.661, 30.73, -0.74, -1.72, -9.08, -0.20, 0.01, -0.37, -27.15, -115.95, -130.50
0.685, 30.73, -0.51, -1.71, -9.58, -0.14, 0.03, -0.27, -27.30, -115.80, -131.70
0.709, 30.87, -0.36, -1.69, -9.53, -0.13, 0.01, -0.21, -25.80, -115.95, -130.80
0.733, 30.73, -0.32, -1.66, -9.55, -0.13, 0.00, -0.15, -27.30, -115.80, -131.40
0.757, 30.68, -0.28, -1.48, -9.16, -0.01, 0.02, -0.06, -26.70, -115.50, -130.65
0.781, 30.78, -0.05, -1.44, -9.14, 0.08, 0.04, -0.06, -28.65, -117.45, -130.20
0.805, 30.78, 0.34, -1.52, -9.10, 0.16, 0.04, -0.07, -27.00, -114.75, -131.10
0.829, 30.92, 0.60, -1.58, -9.17, 0.24, 0.01, -0.12, -27.60, -116.40, -132.30
0.853, 30.73, 0.58, -1.76, -9.39, 0.36, -0.03, -0.21, -27.90, -117.15, -129.45
0.877, 30.78, 0.60, -1.86, -9.47, 0.39, -0.04, -0.28, -27.30, -116.55, -130.65
0.901, 30.92, 0.51, -1.99, -9.51, 0.39, -0.04, -0.36, -27.30, -116.55, -130.65
0.925, 30.68, 0.09, -2.35, -9.54, 0.42, 0.02, -0.49, -27.30, -116.55, -130.65
0.949, 30.68, -0.13, -2.39, -9.48, 0.43, 0.07, -0.49, -27.90, -117.45, -130.20
0.973, 30.73, -0.11, -2.70, -9.78, 0.40, 0.09, -0.44, -27.00, -116.55, -129.60
0.997, 30.87, 0.30, -2.84, -9.96, 0.34, 0.07, -0.42, -29.55, -116.25, -128.55
1.021, 30.54, -0.06, -2.71, -9.75, 0.21, 0.02, -0.40, -27.90, -117.15, -130.20
1.045, 30.78, 0.02, -2.87, -9.75, 0.17, 0.03, -0.35, -28.80, -117.30, -129.60
1.069, 31.11, 0.05, -2.89, -9.62, 0.14, 0.03, -0.31, -30.00, -115.65, -128.40
1.093, 30.87, 0.12, -2.93, -9.68, 0.12, -0.00, -0.27, -27.90, -116.40, -129.45
1.117, 30.54, -0.02, -2.80, -9.63, 0.07, -0.02, -0.19, -29.40, -117.45, -129.45
1.141, 30.92, 0.04, -2.76, -9.38, 0.05, -0.01, -0.16, -28.50, -115.05, -129.30
1.165, 30.87, -0.08, -2.67, -9.29, 0.06, -0.00, -0.11, -28.50, -115.05, -129.30
1.189, 30.68, -0.01, -2.67, -9.09, 0.09, 0.02, -0.06, -28.50, -115.05, -129.30
1.213, 30.68, 0.23, -2.74, -9.34, 0.14, 0.00, -0.04, -28.50, -115.05, -129.30
1.237, 30.78, 0.28, -2.91, -9.37, 0.15, 0.03, -0.03, -28.95, -115.20, -127.95
1.261, 30.73, 0.45, -2.99, -9.40, 0.14, 0.03, -0.05, -28.95, -116.40, -129.45
1.285, 30.73, 0.36, -3.14, -9.51, 0.13, 0.01, -0.07, -29.10, -118.05, -128.25
1.309, 30.78, 0.13, -3.15, -9.57, 0.07, 0.02, -0.07, -28.65, -117.45, -129.00
1.333, 31.02, 0.04, -3.12, -9.32, 0.04, 0.03, -0.03, -29.70, -117.45, -128.70
1.357, 30.78, -0.20, -3.06, -9.17, 0.06, 0.04, 0.03, -28.80, -117.75, -127.80
1.381, 30.68, -0.61, -2.85, -8.99, 0.10, 0.09, 0.14, -28.95, -117.15, -127.65
1.405, 30.49, -1.39, -2.42, -8.26, 0.28, 0.15, 0.49, -28.95, -116.40, -126.15
1.429, 30.73, -2.09, -2.26, -7.64, 0.49, 0.25, 0.76, -27.90, -117.45, -127.35
1.453, 30.87, -2.59, -2.34, -7.53, 0.75, 0.38, 1.12, -27.90, -117.45, -127.35
1.477, 30.78, -1.52, -2.67, -7.67, 0.99, 0.46, 1.40, -27.90, -117.45, -127.35
1.501, 30.54, -1.06, -3.24, -7.79, 1.27, 0.56, 1.59, -29.70, -123.45, -126.60
1.525, 30.58, -0.82, -3.55, -7.75, 1.43, 0.67, 1.72, -28.65, -124.95, -124.50
1.549, 30.73, 0.64, -3.94, -7.57, 1.56, 0.71, 1.67, -27.00, -124.50, -123.90
1.573, 30.73, 0.75, -4.27, -7.73, 1.64, 0.65, 1.48, -27.15, -126.45, -123.00
